gene	disease	n_assoc	n_snps	n_studies	max_mlog	min_p	is_MHC	is_protein_coding
C6orf118	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
CREB1	allergy	1	1	1	8.397940008672037	4.000000000000001e-09	False	True
ZEB2P1	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
LDB2	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
RNU7-6P	allergy	1	1	1	10.045757490560677	8.99999999999997e-11	False	False
ZFP64	allergy	1	1	1	10.045757490560677	8.99999999999997e-11	False	True
PRKAR2B-AS1	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
PRKAR2B	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
RDH8	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
C3P1	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
MIR548H4	allergy	1	1	1	9.045757490560677	8.99999999999997e-10	False	False
STMN4	allergy	1	1	1	9.045757490560677	8.99999999999997e-10	False	True
RPS3AP5	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
LINC01519	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
BMP2	allergy	1	1	1	9.397940008672036	4.000000000000017e-10	False	True
LINC01428	allergy	1	1	1	9.397940008672036	4.000000000000017e-10	False	False
HSP90B3P	allergy	1	1	1	8.698970004336019	2e-09	False	False
TGFBR3	allergy	1	1	1	8.698970004336019	2e-09	False	True
STON2	allergy	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
HIPK2	allergy	1	1	1	11.30102999566398	5.00000000000002e-12	False	True
GALNT16	allergy	1	1	1	9.522878745280336	3.0000000000000134e-10	False	True
ZEB1	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
ELOBP2	allergy	1	1	1	9.522878745280336	3.0000000000000134e-10	False	False
CD4	allergy	1	1	1	9.522878745280336	3.0000000000000134e-10	False	True
ERC1	allergy	1	1	1	11.096910013008056	8.000000000000003e-12	False	True
ATP2C2	allergy	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
PCED1B	allergy	1	1	1	8.0	1e-08	False	True
GPC6	allergy	1	1	1	8.0	1e-08	False	True
SGSM1	allergy	1	1	1	8.0	1e-08	False	True
NFAM1	allergy	1	1	1	8.0	1e-08	False	True
CFAP263	allergy	1	1	1	8.397940008672037	4.000000000000001e-09	False	True
ERG	allergy	1	1	1	8.045757490560675	9.000000000000006e-09	False	True
LINC00114	allergy	1	1	1	8.045757490560675	9.000000000000006e-09	False	False
TMEM184C-DT	allergy	1	1	1	9.154901959985745	6.999999999999973e-10	False	False
RXRA	allergy	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
CASC17	allergy	1	1	1	9.0	1e-09	False	False
AREG	allergy	1	1	1	9.30102999566398	5.00000000000002e-10	False	True
BTC	allergy	1	1	1	9.30102999566398	5.00000000000002e-10	False	True
FBXL4	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
MIR548AI	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
RNA5SP103	allergy	1	1	1	8.0	1e-08	False	False
LINC00474	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
RPL18AP8	allergy	1	1	1	8.698970004336019	2e-09	False	False
RCC2P5	allergy	1	1	1	8.698970004336019	2e-09	False	False
KITLG	allergy	1	1	1	8.698970004336019	2e-09	False	True
FAM124A	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
SERPINE3	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
INTS6-AS1	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
IGKC	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
IGKJ5	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
RPL21P64	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
SKAP1	allergy	1	1	1	8.698970004336019	2e-09	False	True
RHBDF1	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
LINC00351	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
SLITRK6	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
LINC01702	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
RN7SL392P	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
RNA5SP224	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
RNA5SP225	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
TRAC	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
AKT1	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
GSK3B-DT	allergy	1	1	1	9.0	1e-09	False	False
RN7SL493P	allergy	1	1	1	8.045757490560675	9.000000000000006e-09	False	False
ATF7IP2	allergy	1	1	1	8.045757490560675	9.000000000000006e-09	False	True
LINC00494	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
RNU7-144P	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
VIPR2	allergy	1	1	1	8.0	1e-08	False	True
LINC01894	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
CTNND1	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
MRPL35P2	allergy	1	1	1	9.397940008672036	4.000000000000017e-10	False	False
RPL7AP50	allergy	1	1	1	9.397940008672036	4.000000000000017e-10	False	False
YAP1	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
KRT18P54	allergy	1	1	1	9.522878745280336	3.0000000000000134e-10	False	False
PRMT2	allergy	1	1	1	10.0	1e-10	False	True
RPL23AP4	allergy	1	1	1	10.0	1e-10	False	False
RASAL1	allergy	1	1	1	8.0	1e-08	False	True
LINC02548	allergy	1	1	1	8.698970004336019	2e-09	False	False
LINC01684	allergy	1	1	1	9.397940008672036	4.000000000000017e-10	False	False
ASTN1	allergy	1	1	1	9.221848749616356	6.000000000000003e-10	False	True
NFIB-AS1	allergy	1	1	1	9.0	1e-09	False	False
NFIB	allergy	1	1	1	9.0	1e-09	False	True
CAPN13	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
GALNT14	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
CDK17	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
TXNP1	allergy	1	1	1	8.0	1e-08	False	False
MEAF6P1	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
LINC01625	allergy	1	1	1	8.096910013008056	8.000000000000004e-09	False	False
DNAJB6P1	allergy	1	1	1	8.397940008672037	4.000000000000001e-09	False	False
LINC02725	allergy	1	1	1	8.397940008672037	4.000000000000001e-09	False	False
RNU4-43P	allergy	1	1	1	9.30102999566398	5.00000000000002e-10	False	False
CCNB3P1	allergy	1	1	1	9.30102999566398	5.00000000000002e-10	False	False
EBLN3P	allergy	1	1	1	9.0	1e-09	False	False
HK1	allergy	1	1	1	8.154901959985743	7.0000000000000015e-09	False	True
LINC02641	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
OR11H4	allergy	1	1	1	8.154901959985743	7.0000000000000015e-09	False	True
MIR493HG	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
MTCO3P28	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
LINC01440	allergy	1	1	1	8.698970004336019	2e-09	False	False
PTMAP6	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
RNU6-929P	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
MME	allergy	1	1	1	8.0	1e-08	False	True
TRIM62	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	True
ZNF362	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	True
CCDC181	allergy	1	1	1	13.69897000433602	1.999999999999992e-14	False	True
PAOX	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
NCAM1	allergy	1	1	1	10.69897000433602	1.999999999999992e-11	False	True
OR7E90P	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
RNU2-21P	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
DLGAP2	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
TP53I11	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
TSPAN18	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
FAM174B	allergy	1	1	1	9.0	1e-09	False	True
FN1-DT	allergy	1	1	1	8.154901959985743	7.0000000000000015e-09	False	False
NKILA	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
LINC01742	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
RNF32-DT	allergy	1	1	1	8.045757490560675	9.000000000000006e-09	False	False
MSANTD7	allergy	1	1	1	8.096910013008056	8.000000000000004e-09	False	True
HSPA14	allergy	1	1	1	8.096910013008056	8.000000000000004e-09	False	True
RPS8P3	allergy	1	1	1	8.522878745280337	3.0000000000000012e-09	False	False
AGTPBP1	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
RNU6-695P	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
LINC02787	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
KCNQ3	allergy	1	1	1	8.0	1e-08	False	True
SERPINA9	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
LSM10	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
SYNE2	allergy	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
CPAMD8P1	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
PLPPR1	allergy	1	1	1	12.0	1e-12	False	True
ADGRA3	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	True
RPS27P13	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
RNU6-1325P	allergy	1	1	1	9.0	1e-09	False	False
LINC02496	allergy	1	1	1	9.0	1e-09	False	False
RN7SL152P	allergy	1	1	1	9.045757490560677	8.99999999999997e-10	False	False
TBC1D9	allergy	1	1	1	9.045757490560677	8.99999999999997e-10	False	True
GCSAML	allergy	1	1	1	9.0	1e-09	False	True
OR2G2	allergy	1	1	1	9.0	1e-09	False	True
ZNF804B	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
PAK5	allergy	1	1	1	9.0	1e-09	False	True
SEC61G-DT	allergy	1	1	1	8.698970004336019	2e-09	False	False
EGFR	allergy	1	1	1	8.698970004336019	2e-09	False	True
YWHABP1	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
RNU6-765P	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
TMEM202-AS1	allergy	1	1	1	12.397940008672036	4.0000000000000173e-13	False	False
ENOPH1	allergy	1	1	1	9.30102999566398	5.00000000000002e-10	False	True
CRAT37	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
GABRB1	allergy	1	1	1	8.045757490560675	9.000000000000006e-09	False	True
LPCAT1	allergy	1	1	1	8.397940008672037	4.000000000000001e-09	False	True
SLC7A2	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
CLIC4	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
GGCTP2	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
RN7SL14P	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
LINC02173	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
ACTR6P1	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
CRACD	allergy	1	1	1	8.0	1e-08	False	True
KCNN3	allergy	1	1	1	9.096910013008056	8.000000000000003e-10	False	True
SPATA3	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
C2orf72	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
SUDS3	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	True
LINC02460	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
ADCY9	allergy	1	1	1	9.0	1e-09	False	True
GLI2	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
CCBE1	allergy	1	1	1	8.0	1e-08	False	True
PDE1B	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
PPP1R1A	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
FRMD4A	allergy	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
MIR1265	allergy	1	1	1	8.522878745280337	3.0000000000000012e-09	False	False
RN7SKP136	allergy	1	1	1	8.045757490560675	9.000000000000006e-09	False	False
NEIL3	allergy	1	1	1	8.045757490560675	9.000000000000006e-09	False	True
LSINCT5	allergy	1	1	1	8.096910013008056	8.000000000000004e-09	False	False
RRP15	allergy	1	1	1	8.397940008672037	4.000000000000001e-09	False	True
RNU6-983P	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
LINC01724	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
TAFA5	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
SPAG1	allergy	1	1	1	8.0	1e-08	False	True
RPS4XP19	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
NDUFV2	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
MYL6P3	allergy	1	1	1	8.096910013008056	8.000000000000004e-09	False	False
SH3D19	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
FHIP1A-DT	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
HTR1E	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
SNX13	allergy	1	1	1	8.045757490560675	9.000000000000006e-09	False	True
FBP1	allergy	1	1	1	9.522878745280336	3.0000000000000134e-10	False	True
EIF3K	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
ACTN4	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
CERKL	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
SLC35F4	allergy	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
FBXO33	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	True
LINC02315	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
TTLL5	allergy	1	1	1	8.698970004336019	2e-09	False	True
SSR1P2	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
CTAGE11P	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
LINC02772	allergy	1	1	1	8.045757490560675	9.000000000000006e-09	False	False
FCRL5	allergy	1	1	1	8.045757490560675	9.000000000000006e-09	False	True
GADL1	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
MIR466	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
LINC01524	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
RN7SL282P	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	False
ARHGAP28-AS1	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	False
CRP	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
DUSP23	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
NIN	allergy	1	1	1	8.698970004336019	2e-09	False	True
PYGL	allergy	1	1	1	8.698970004336019	2e-09	False	True
MIR548A1HG	allergy	1	1	1	8.0	1e-08	False	False
MTND5P3	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	False
LINC00333	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	False
LINC00374	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
RNY4P29	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
LINC00251	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
PPIAP86	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
LINC02827	allergy	1	1	1	8.0	1e-08	False	False
LINC02417	allergy	1	1	1	8.0	1e-08	False	False
TENM2	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
CCDC162P	allergy	1	1	1	10.0	1e-10	False	False
MDN1	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
MDN1-AS1	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
BTBD9	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
NOTCH1	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
TENT4A	allergy	1	1	1	9.0	1e-09	False	True
MIR1263	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	False
LINC01324	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	False
TUBAP15	allergy	1	1	1	8.0	1e-08	False	False
RNU6-718P	allergy	1	1	1	8.0	1e-08	False	False
LINC02748	allergy	1	1	1	9.69897000433602	1.999999999999992e-10	False	False
LINC02756	allergy	1	1	1	9.69897000433602	1.999999999999992e-10	False	False
EEF1A1P38	allergy	1	1	1	8.522878745280337	3.0000000000000012e-09	False	False
SPRY1	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	True
LINC02435	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
ABCB5	allergy	1	1	1	9.69897000433602	1.999999999999992e-10	False	True
LINC02349	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
TMEM74	allergy	1	1	1	8.0	1e-08	False	True
TRHR	allergy	1	1	1	8.0	1e-08	False	True
LINC01228	allergy	1	1	1	8.154901959985743	7.0000000000000015e-09	False	False
DYNLRB2-AS1	allergy	1	1	1	8.154901959985743	7.0000000000000015e-09	False	False
RPL31P9	allergy	1	1	1	8.698970004336019	2e-09	False	False
DSEL	allergy	1	1	1	8.698970004336019	2e-09	False	True
SHLD1	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
ROBO1	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	True
MAGI2	allergy	1	1	1	9.397940008672036	4.000000000000017e-10	False	True
LINC02901	allergy	1	1	1	8.096910013008056	8.000000000000004e-09	False	False
CASC9	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
UMAD1	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
LIN28AP1	allergy	1	1	1	8.698970004336019	2e-09	False	False
NRG2	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
DNTT	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
RPS3AP6	allergy	1	1	1	8.096910013008056	8.000000000000004e-09	False	False
NMNAT1P5	allergy	1	1	1	8.096910013008056	8.000000000000004e-09	False	False
TEKT5	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
UNK	allergy	1	1	1	8.096910013008056	8.000000000000004e-09	False	True
LINC02934	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
COMP	allergy	1	1	1	8.0	1e-08	False	True
UPF1	allergy	1	1	1	8.0	1e-08	False	True
NDRG2	allergy	1	1	1	8.397940008672037	4.000000000000001e-09	False	True
LINC02997	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
RNU6-1232P	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
MYOSLID-AS1	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
OR4E1	allergy	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
TRAV2	allergy	1	1	1	8.522878745280337	3.0000000000000012e-09	False	False
ECT2L	allergy	1	1	1	8.0	1e-08	False	True
RFC5P1	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
VPS13A-AS1	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
GUSBP18	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
RAI14-DT	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
LINC00470	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
LINC02814	allergy	1	1	1	8.045757490560675	9.000000000000006e-09	False	False
SYT13	allergy	1	1	1	11.69897000433602	1.9999999999999923e-12	False	True
RNY3P8	allergy	1	1	1	10.522878745280336	3.0000000000000136e-11	False	False
RNY4P27	allergy	1	1	1	10.522878745280336	3.0000000000000136e-11	False	False
FOXK2	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
ASAH1	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
SCG3	allergy	1	1	1	8.0	1e-08	False	True
DTNA	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
NFATC1	allergy	1	1	1	8.397940008672037	4.000000000000001e-09	False	True
TM4SF1	allergy	1	1	1	12.045757490560677	8.99999999999997e-13	False	True
MACC1	allergy	1	1	1	9.522878745280336	3.0000000000000134e-10	False	True
CCDC144NL-AS1	allergy	1	1	1	8.0	1e-08	False	False
DPP6	allergy	1	1	1	9.30102999566398	5.00000000000002e-10	False	True
RPL13	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
MTSS1	allergy	1	1	1	12.154901959985745	6.999999999999973e-13	False	True
MIR4662B	allergy	1	1	1	12.154901959985745	6.999999999999973e-13	False	False
LINC01170	allergy	1	1	1	8.397940008672037	4.000000000000001e-09	False	False
PCNPP3	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
RPSAP52	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
LINC00378	allergy	1	1	1	8.0	1e-08	False	False
HADHAP1	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
LPCAT2	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	True
SLC6A2	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	True
PDLIM1P4	allergy	1	1	1	78.69897000433602	2.0000000000000003e-79	False	False
ST3GAL6	allergy	1	1	1	78.69897000433602	2.0000000000000003e-79	False	True
GCKR	allergy	1	1	1	17.154901959985743	7.000000000000001e-18	False	True
PECAM1	allergy	1	1	1	40.52287874528034	3.000000000000001e-41	False	True
LRRC37A3	allergy	1	1	1	29.69897000433602	2e-30	False	True
DDX42	allergy	1	1	1	44.0	1e-44	False	True
HLA-C	allergy	1	1	1	11.397940008672036	4.000000000000018e-12	True	True
LINC00973	allergy	1	1	1	23.39794000867204	3.999999999999968e-24	False	False
RPL7AP64	allergy	1	1	1	176.04575749056067	9.000000000000008e-177	False	False
TANC2	allergy	1	1	1	13.397940008672036	4.0000000000000177e-14	False	True
PRR29-AS1	allergy	1	1	1	72.0	1e-72	False	False
PRR29	allergy	1	1	1	72.0	1e-72	False	True
ST3GAL3	allergy	1	1	1	13.69897000433602	1.999999999999992e-14	False	True
POLG2	allergy	1	1	1	256.0	1e-256	False	True
MILR1	allergy	1	1	1	55.69897000433602	2.0000000000000003e-56	False	True
PRELID3BP3	allergy	1	1	1	11.69897000433602	1.9999999999999923e-12	False	False
MIR633	allergy	1	1	1	11.69897000433602	1.9999999999999923e-12	False	False
VTN	allergy	1	1	1	18.69897000433602	2.0000000000000002e-19	False	True
SARM1	allergy	1	1	1	18.69897000433602	2.0000000000000002e-19	False	True
NSUN3	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
WHAMM	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
PSME2P2	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
RN7SL311P	allergy	1	1	1	8.397940008672037	4.000000000000001e-09	False	False
MIR3668	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
MIR4465	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
TMC5	allergy	1	1	1	8.096910013008056	8.000000000000004e-09	False	True
RGS22	allergy	1	1	1	8.154901959985743	7.0000000000000015e-09	False	True
LINC03042	allergy	1	1	1	8.154901959985743	7.0000000000000015e-09	False	False
RNF5P1	allergy	1	1	1	8.154901959985743	7.0000000000000015e-09	False	False
LINC01830	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
TESHL	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	False
TMEM132D	allergy	1	1	1	9.0	1e-09	False	True
LINC02418	allergy	1	1	1	9.0	1e-09	False	False
ANO2	allergy	1	1	1	8.397940008672037	4.000000000000001e-09	False	True
IFI27	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
RAB33B	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
SETD7	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
CPNE5	allergy	1	1	1	9.30102999566398	5.00000000000002e-10	False	True
SYNE1	allergy	1	1	1	8.0	1e-08	False	True
DNAJC28	allergy	1	1	1	8.0	1e-08	False	True
CRHR1	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
LINC02210-CRHR1	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
MAPT-AS1	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
LINC01210	allergy	1	1	1	8.0	1e-08	False	False
HSPA8P9	allergy	1	1	1	8.0	1e-08	False	False
PDE6H	allergy	1	1	1	8.0	1e-08	False	True
SLC39A14	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
TIAM1	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
NHSL1	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
ANAPC1P3	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
MIR4771-1	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
KRT75	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
LINC01741	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
GPX1P2	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
EIF4A1P1	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	False
PHF14	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	True
NPM1P11	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
STAB2	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
TRAV8-7	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
TRAV27	allergy	1	1	1	7.522878745280337	3.000000000000001e-08	False	False
RPL35AP12	allergy	1	1	1	11.397940008672036	4.000000000000018e-12	False	False
TKTL2	allergy	1	1	1	11.397940008672036	4.000000000000018e-12	False	True
HEXB	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
SNX9	allergy	1	1	1	8.221848749616356	6.000000000000003e-09	False	True
RYR3	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
VPS13A	allergy	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
SGCZ	allergy	1	1	1	7.397940008672037	4.0000000000000093e-08	False	True
PDE4B	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
SGIP1	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
RNU6-21P	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	False
OR5AU1	allergy	1	1	1	8.045757490560675	9.000000000000006e-09	False	True
SMARCE1P3	allergy	1	1	1	8.045757490560675	9.000000000000006e-09	False	False
CLCNKB	allergy	1	1	1	7.698970004336019	2.0000000000000004e-08	False	True
ATP10A	allergy	1	1	1	8.397940008672037	4.000000000000001e-09	False	True
MROH7-TTC4	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	False
MROH7	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
ERICH2	allergy	1	1	1	8.522878745280337	3.0000000000000012e-09	False	True
PPP2R2A	allergy	1	1	1	8.698970004336019	2e-09	False	True
TMEM200A	allergy	1	1	1	8.0	1e-08	False	True
CDK14	allergy	1	1	1	8.301029995663981	4.999999999999999e-09	False	True
